wexp_low,wexp_upp,eff_low,eff_mean,eff_upp
0,0.2,0,0,0
0.2,0.4,-26.6304347826087,13.8586956521739,43.2065217391304
0.4,0.6,18.2065217391304,50.5434782608696,75
0.6,0.8,39.4021739130435,70.1086956521739,84.7826086956522
0.8,1,61.1413043478261,76.6304347826087,85.5978260869565
